model,gpu,token_acc,token_p,token_r,token_f,tag_acc,ents_p,ents_r,ents_f,ents_per_type_PER_p,ents_per_type_PER_r,ents_per_type_PER_f,ents_per_type_LOC_p,ents_per_type_LOC_r,ents_per_type_LOC_f,ents_per_type_MISC_p,ents_per_type_MISC_r,ents_per_type_MISC_f,ents_per_type_ORG_p,ents_per_type_ORG_r,ents_per_type_ORG_f,ents_excl_MISC_ents_p,ents_excl_MISC_ents_r,ents_excl_MISC_ents_f,k,augmenter,i,dep_uas,dep_las,wall_time
dacy_large,FALSE,0.9973399014778326,0.9624643804657561,0.977252319664771,0.9698019801980198,0.9103530939419668,0.7841328413284133,0.7616487455197133,0.7727272727272728,0.8641304347826086,0.8833333333333333,0.8736263736263735,0.75,0.78125,0.7653061224489796,0.6953125,0.7355371900826446,0.714859437751004,0.7846153846153846,0.6335403726708074,0.7010309278350515,0.8115942028985508,0.7688787185354691,0.7896592244418331,7,Keystroke errors 5%,2,NA,NA,34.66069746017456
dacy_large,FALSE,0.997385685394367,0.9635934271376562,0.9770527786091988,0.9702764292083622,0.9151018777467039,0.7377049180327869,0.7258064516129032,0.7317073170731708,0.8253968253968254,0.8666666666666667,0.8455284552845528,0.719626168224299,0.8020833333333334,0.7586206896551725,0.6106870229007634,0.6611570247933884,0.6349206349206349,0.7540983606557377,0.5714285714285714,0.6501766784452296,0.777511961722488,0.7437070938215103,0.760233918128655,8,Keystroke errors 5%,2,NA,NA,34.66069746017456
dacy_large,FALSE,0.9966908677828814,0.9613074726789407,0.9741594333034022,0.9676907829534191,0.9156373456018402,0.7468354430379747,0.7401433691756273,0.7434743474347435,0.8369565217391305,0.8555555555555555,0.8461538461538461,0.7155963302752294,0.8125,0.7609756097560975,0.65625,0.6942148760330579,0.674698795180723,0.7348484848484849,0.6024844720496895,0.6621160409556314,0.7741176470588236,0.7528604118993135,0.7633410672853828,9,Keystroke errors 5%,2,NA,NA,34.66069746017456
dacy_large,FALSE,0.9972953036636342,0.9585090730750367,0.9749575975256909,0.9666633692749036,0.9069140975755762,0.7755102040816326,0.7491039426523297,0.7620783956244302,0.8494623655913979,0.8777777777777778,0.8633879781420764,0.7549019607843137,0.8020833333333334,0.7777777777777777,0.6641221374045801,0.71900826446281,0.6904761904761906,0.8,0.5962732919254659,0.6832740213523132,0.8112745098039216,0.7574370709382151,0.7834319526627219,10,Keystroke errors 5%,2,NA,NA,34.66069746017456
dacy_large,FALSE,0.9970819526188238,0.9658743465825032,0.9770527786091988,0.9714314056145223,0.9136518089146513,0.7458866544789763,0.7311827956989247,0.7384615384615385,0.8306878306878307,0.8722222222222222,0.8509485094850949,0.7075471698113207,0.78125,0.7425742574257426,0.6212121212121212,0.6776859504132231,0.6482213438735178,0.7833333333333333,0.5838509316770186,0.6690391459074734,0.7855421686746988,0.7459954233409611,0.7652582159624414,11,Keystroke errors 5%,2,NA,NA,34.66069746017456
dacy_large,FALSE,0.9972310126582279,0.9670611439842209,0.978349795470418,0.9726727173535685,0.9168874006696986,0.7421150278293135,0.7168458781362007,0.7292616226071102,0.8393782383419689,0.9,0.8686327077747988,0.6730769230769231,0.7291666666666666,0.7,0.6666666666666666,0.6776859504132231,0.6721311475409837,0.7226890756302521,0.5341614906832298,0.6142857142857143,0.7644230769230769,0.7276887871853547,0.7456037514654162,12,Keystroke errors 5%,2,NA,NA,34.66069746017456
dacy_large,FALSE,0.9970376221980843,0.963079649502806,0.9759553028035518,0.9694747274529237,0.9096812868418424,0.7624309392265194,0.7419354838709677,0.7520435967302453,0.8351648351648352,0.8444444444444444,0.839779005524862,0.7232142857142857,0.84375,0.778846153846154,0.688,0.7107438016528925,0.6991869918699186,0.7661290322580645,0.5900621118012422,0.6666666666666667,0.784688995215311,0.7505720823798627,0.7672514619883042,13,Keystroke errors 5%,2,NA,NA,34.66069746017456
dacy_large,FALSE,0.996800708766058,0.9567265234030027,0.9727626459143969,0.9646779459780351,0.9087822657147138,0.7565055762081785,0.7293906810035843,0.7427007299270073,0.8351648351648352,0.8444444444444444,0.839779005524862,0.7181818181818181,0.8229166666666666,0.7669902912621359,0.6666666666666666,0.6942148760330579,0.680161943319838,0.7666666666666667,0.5714285714285714,0.6548042704626333,0.7839805825242718,0.7391304347826086,0.7608951707891637,14,Keystroke errors 5%,2,NA,NA,34.66069746017456
dacy_large,FALSE,0.9976800434374845,0.9673987983847139,0.9799461239149955,0.9736320380650277,0.9108060893436486,0.7652329749103942,0.7652329749103942,0.7652329749103943,0.8061224489795918,0.8777777777777778,0.8404255319148936,0.7129629629629629,0.8020833333333334,0.7549019607843137,0.6861313868613139,0.7768595041322314,0.7286821705426357,0.8376068376068376,0.6086956521739131,0.7050359712230215,0.7909738717339667,0.7620137299771167,0.7762237762237761,15,Keystroke errors 5%,2,NA,NA,34.66069746017456
dacy_large,FALSE,0.9972282716293804,0.9681145113524185,0.9784495659982041,0.9732546022924625,0.9148883002648808,0.7699443413729128,0.7437275985663082,0.7566089334548769,0.8333333333333334,0.8888888888888888,0.8602150537634408,0.7708333333333334,0.7708333333333334,0.7708333333333333,0.6742424242424242,0.7355371900826446,0.7035573122529644,0.773109243697479,0.5714285714285714,0.6571428571428571,0.800982800982801,0.7459954233409611,0.7725118483412323,16,Keystroke errors 5%,2,NA,NA,34.66069746017456
dacy_large,FALSE,0.9968247668188133,0.9694362017804155,0.9778509428314875,0.97362539114886,0.9140398278795157,0.7482142857142857,0.7508960573476703,0.7495527728085867,0.8617021276595744,0.9,0.8804347826086957,0.6637168141592921,0.78125,0.7177033492822967,0.6541353383458647,0.71900826446281,0.6850393700787402,0.753968253968254,0.5900621118012422,0.6620209059233451,0.7775175644028103,0.7597254004576659,0.7685185185185185,17,Keystroke errors 5%,2,NA,NA,34.66069746017456
dacy_large,FALSE,0.9972824744305548,0.9660983541933577,0.9780504838870597,0.97203767972236,0.9121159130652011,0.7603773584905661,0.7222222222222222,0.7408088235294118,0.8594594594594595,0.8833333333333333,0.8712328767123287,0.7009345794392523,0.78125,0.7389162561576355,0.6612903225806451,0.6776859504132231,0.6693877551020408,0.7631578947368421,0.5403726708074534,0.6327272727272727,0.7906403940886699,0.7345537757437071,0.7615658362989324,18,Keystroke errors 5%,2,NA,NA,34.66069746017456
dacy_large,FALSE,0.9966846454549952,0.96429275991319785,0.9753566796368353,0.9697931650215763,0.9106455322766138,0.7649253731343284,0.7347670250896058,0.7495429616087751,0.8360655737704918,0.85,0.8429752066115703,0.7128712871287128,0.75,0.7309644670050762,0.6976744186046512,0.743801652892562,0.72,0.7723577235772358,0.5900621118012422,0.6690140845070423,0.7862407862407862,0.7322654462242563,0.7582938388625592,19,Keystroke errors 5%,2,NA,NA,34.66069746017456
dacy_large,FALSE,0.9926026205095971,0.8998848147437128,0.9353486979946124,0.9172741059635047,0.7503254882323483,0.629126213592233,0.5806451612903226,0.6039142590866728,0.6767676767676768,0.7444444444444445,0.708994708994709,0.65625,0.65625,0.65625,0.5161290322580645,0.5289256198347108,0.5224489795918367,0.6494845360824743,0.391304347826087,0.48837209302325585,0.6649616368286445,0.5949656750572082,0.6280193236714976,0,Keystroke errors 15%,3,NA,NA,34.66069746017456
dacy_large,FALSE,0.9937593730346862,0.9069230769230769,0.9410356180784196,0.9236644959114724,0.7576454127523484,0.6184971098265896,0.5752688172043011,0.596100278551532,0.6802030456852792,0.7444444444444445,0.7108753315649867,0.6458333333333334,0.6458333333333334,0.6458333333333334,0.4830508474576271,0.47107438016528924,0.47698744769874474,0.6296296296296297,0.422360248447205,0.5055762081784387,0.6583541147132169,0.6041189931350115,0.630071599045346,1,Keystroke errors 15%,3,NA,NA,34.66069746017456
dacy_large,FALSE,0.9934134056567223,0.9079099307159353,0.9413349296617779,0.9243203526818515,0.7557332000999251,0.6277665995975855,0.5591397849462365,0.5914691943127962,0.6914285714285714,0.6722222222222223,0.6816901408450704,0.6666666666666666,0.5833333333333334,0.6222222222222222,0.48,0.49586776859504134,0.4878048780487805,0.6637168141592921,0.4658385093167702,0.5474452554744526,0.6774193548387096,0.5766590389016019,0.622991347342398,2,Keystroke errors 15%,3,NA,NA,34.66069746017456
dacy_large,FALSE,0.9934194725971469,0.8940637526245466,0.9346503043001098,0.9139066387005512,0.7539789452676745,0.634765625,0.5824372759856631,0.6074766355140186,0.6720430107526881,0.6944444444444444,0.6830601092896174,0.7325581395348837,0.65625,0.6923076923076923,0.49645390070921985,0.5785123966942148,0.5343511450381679,0.6767676767676768,0.4161490683229814,0.5153846153846153,0.6873315363881402,0.5835240274599542,0.6311881188118811,3,Keystroke errors 15%,3,NA,NA,34.66069746017456
dacy_large,FALSE,0.9932071108541697,0.8984591826969088,0.9366457148558316,0.9171551387260649,0.7528859127479886,0.6308316430020284,0.557347670250896,0.5918173168411038,0.6684210526315789,0.7055555555555556,0.6864864864864865,0.6708860759493671,0.5520833333333334,0.6057142857142858,0.48333333333333334,0.4793388429752066,0.48132780082987553,0.7019230769230769,0.453416149068323,0.5509433962264151,0.67828418230563,0.5789473684210527,0.6246913580246913,4,Keystroke errors 15%,3,NA,NA,34.66069746017456
dacy_large,FALSE,0.9929495847015646,0.9005466577155462,0.9368452559114038,0.9183374083129585,0.7561317449194114,0.6073500967117988,0.5627240143369175,0.5841860465116279,0.640625,0.6833333333333333,0.6612903225806451,0.6847826086956522,0.65625,0.6702127659574468,0.5163934426229508,0.5206611570247934,0.5185185185185185,0.5855855855855856,0.40372670807453415,0.47794117647058826,0.6354430379746835,0.5743707093821511,0.6033653846153846,5,Keystroke errors 15%,3,NA,NA,34.66069746017456
dacy_large,FALSE,0.9933281763682074,0.9039477475746807,0.9389404369949117,0.9211118723695801,0.7518284741007915,0.6134122287968442,0.557347670250896,0.584037558685446,0.6741573033707865,0.6666666666666666,0.6703910614525139,0.66,0.6875,0.673469387755102,0.48507462686567165,0.5371900826446281,0.5098039215686274,0.631578947368421,0.37267080745341613,0.46874999999999994,0.6595174262734584,0.562929061784897,0.6074074074074074,6,Keystroke errors 15%,3,NA,NA,34.66069746017456
dacy_large,FALSE,0.9925947437200522,0.9010281541270299,0.9355482390501846,0.9179637787567304,0.7571764941636191,0.6232179226069247,0.5483870967741935,0.5834127740705434,0.6275510204081632,0.6833333333333333,0.6542553191489361,0.6404494382022472,0.59375,0.6162162162162163,0.5470085470085471,0.5289256198347108,0.5378151260504201,0.6966292134831461,0.38509316770186336,0.496,0.6470588235294118,0.5537757437070938,0.596794081381011,7,Keystroke errors 15%,3,NA,NA,34.66069746017456
dacy_large,FALSE,0.9927077799777854,0.8980726819445776,0.9344507632445376,0.9159006454136515,0.7499874918697155,0.6043737574552683,0.5448028673835126,0.5730442978322338,0.6386138613861386,0.7166666666666667,0.675392670157068,0.7142857142857143,0.5729166666666666,0.6358381502890174,0.43548387096774194,0.4462809917355372,0.44081632653061226,0.66,0.40993788819875776,0.5057471264367815,0.6596306068601583,0.5720823798627003,0.6127450980392158,8,Keystroke errors 15%,3,NA,NA,34.66069746017456
dacy_large,FALSE,0.9936268829663963,0.902993667242372,0.9389404369949117,0.9206162876008804,0.7545831460112893,0.6007984031936128,0.5394265232974911,0.5684608120868745,0.6476683937823834,0.6944444444444444,0.6702412868632708,0.5909090909090909,0.5416666666666666,0.5652173913043478,0.5299145299145299,0.512396694214876,0.5210084033613446,0.6019417475728155,0.38509316770186336,0.46969696969696967,0.6223958333333334,0.5469107551487414,0.582216808769793,9,Keystroke errors 15%,3,NA,NA,34.66069746017456
dacy_large,FALSE,0.993386434950519,0.9024553999616344,0.9387408959393395,0.9202405985622768,0.7552468518888668,0.5918762088974855,0.5483870967741935,0.5693023255813953,0.6716417910447762,0.75,0.7086614173228347,0.5862068965517241,0.53125,0.5573770491803278,0.4696969696969697,0.512396694214876,0.4901185770750988,0.5979381443298969,0.36024844720496896,0.44961240310077516,0.6337662337662338,0.5583524027459954,0.5936739659367396,10,Keystroke errors 15%,3,NA,NA,34.66069746017456
dacy_large,FALSE,0.9934350260668082,0.902934970266641,0.93923974857827,0.9207296200303193,0.7507744578794845,0.6296296296296297,0.5483870967741935,0.5862068965517241,0.6683673469387755,0.7277777777777777,0.6968085106382979,0.5977011494252874,0.5416666666666666,0.5683060109289617,0.5533980582524272,0.47107438016528924,0.5089285714285714,0.66,0.40993788819875776,0.5057471264367815,0.6501305483028721,0.5697940503432495,0.6073170731707317,11,Keystroke errors 15%,3,NA,NA,34.66069746017456
dacy_large,FALSE,0.993830730672836,0.9030465606438015,0.9404369949117031,0.9213625922486681,0.7539706323044651,0.6535269709543569,0.5645161290322581,0.6057692307692308,0.6968085106382979,0.7277777777777777,0.7119565217391305,0.6413043478260869,0.6145833333333334,0.6276595744680851,0.5982142857142857,0.5537190082644629,0.575107296137339,0.6444444444444445,0.36024844720496896,0.4621513944223108,0.6702702702702703,0.5675057208237986,0.6146220570012392,12,Keystroke errors 15%,3,NA,NA,34.66069746017456
