model,gpu,token_acc,token_p,token_r,token_f,tag_acc,ents_p,ents_r,ents_f,ents_per_type_PER_p,ents_per_type_PER_r,ents_per_type_PER_f,ents_per_type_LOC_p,ents_per_type_LOC_r,ents_per_type_LOC_f,ents_per_type_MISC_p,ents_per_type_MISC_r,ents_per_type_MISC_f,ents_per_type_ORG_p,ents_per_type_ORG_r,ents_per_type_ORG_f,ents_excl_MISC_ents_p,ents_excl_MISC_ents_r,ents_excl_MISC_ents_f,k,augmenter,i,dep_uas,dep_las,wall_time
dacy_medium,TRUE,0.9983062668127926,0.9859757310523175,0.9890252419435299,0.9874981321910643,0.9390487609912069,0.5745614035087719,0.7043010752688172,0.6328502415458936,0.6666666666666666,0.8444444444444444,0.7450980392156862,0.6776859504132231,0.8541666666666666,0.7557603686635945,0.47333333333333333,0.5867768595041323,0.5239852398523985,0.4756756756756757,0.546583850931677,0.5086705202312138,0.602996254681648,0.7368421052631579,0.6632337796086509,9,Keystroke errors 2%,1,0.8368629276239237,0.7996279718653724,1.7908596992492676
dacy_medium,TRUE,0.9981607595565939,0.9818398332837154,0.9871296019155942,0.9844776119402986,0.9373158183906898,0.5757575757575758,0.7150537634408602,0.6378896882494005,0.6375,0.85,0.7285714285714286,0.7017543859649122,0.8333333333333334,0.7619047619047619,0.5135135135135135,0.628099173553719,0.5650557620817843,0.4712041884816754,0.5590062111801242,0.5113636363636364,0.5926605504587156,0.7391304347826086,0.6578411405295315,10,Keystroke errors 2%,1,0.8419216005583343,0.8049970947123765,1.7908596992492676
dacy_medium,TRUE,0.9982615606218646,0.9811582705275684,0.9871296019155942,0.9841348784005569,0.9331669578238083,0.5444287729196051,0.6917562724014337,0.6093133385951065,0.6141078838174274,0.8222222222222222,0.7030878859857482,0.6328125,0.84375,0.7232142857142857,0.5070422535211268,0.5950413223140496,0.5475285171102662,0.4292929292929293,0.5279503105590062,0.4735376044568245,0.5537918871252204,0.7185354691075515,0.6254980079681275,11,Keystroke errors 2%,1,0.8322280395578825,0.7944918947184939,1.7908596992492676
dacy_medium,TRUE,0.9983124875918206,0.9803785551481519,0.9870298313878081,0.9836929501839515,0.9324749213954185,0.5666178623718887,0.6935483870967742,0.6236905721192586,0.6609442060085837,0.8555555555555555,0.7457627118644068,0.626984126984127,0.8229166666666666,0.7117117117117118,0.4697986577181208,0.5785123966942148,0.5185185185185186,0.48,0.5217391304347826,0.4999999999999999,0.5936329588014981,0.7254004576659039,0.6529351184346035,12,Keystroke errors 2%,1,0.8344278491311676,0.7957738302565889,1.7908596992492676
dacy_medium,TRUE,0.9980121260312096,0.9806566808848328,0.9863314376933054,0.9834858734580184,0.929709746715292,0.5421348314606742,0.6917562724014337,0.6078740157480315,0.6410256410256411,0.8333333333333334,0.7246376811594204,0.65,0.8125,0.7222222222222223,0.4303030303030303,0.5867768595041323,0.49650349650349657,0.45077720207253885,0.5403726708074534,0.4915254237288135,0.5758683729433273,0.7208237986270023,0.6402439024390244,13,Keystroke errors 2%,1,0.8297476450750088,0.7892871666763493,1.7908596992492676
dacy_medium,TRUE,0.9980077696981772,0.98409384630679,0.9876284545545246,0.985857982272682,0.935519344196741,0.5437589670014347,0.6792114695340502,0.60398406374502,0.6444444444444445,0.8055555555555556,0.7160493827160493,0.6299212598425197,0.8333333333333334,0.7174887892376682,0.4805194805194805,0.6115702479338843,0.5381818181818181,0.418848167539267,0.4968944099378882,0.4545454545454545,0.5616942909760589,0.6979405034324943,0.6224489795918368,14,Keystroke errors 2%,1,0.8301250363477756,0.7926765475152573,1.7908596992492676
dacy_medium,TRUE,0.9982574060243964,0.9848906560636183,0.9885263893045995,0.9867051735298512,0.9333200139853154,0.5592011412268189,0.7025089605734767,0.6227164416203336,0.6565217391304348,0.8388888888888889,0.7365853658536585,0.5985401459854015,0.8541666666666666,0.7038626609442061,0.4594594594594595,0.5619834710743802,0.5055762081784386,0.489247311827957,0.5652173913043478,0.5244956772334294,0.5858951175406871,0.7414187643020596,0.6545454545454547,15,Keystroke errors 2%,1,0.8394903717493746,0.8001395186606209,1.7908596992492676
dacy_medium,TRUE,0.9984587082981156,0.9842136616362193,0.9890252419435299,0.9866135854690222,0.9370070879504843,0.5956521739130435,0.7365591397849462,0.6586538461538461,0.6858407079646017,0.8611111111111112,0.7635467980295566,0.6776859504132231,0.8541666666666666,0.7557603686635945,0.5555555555555556,0.6611570247933884,0.6037735849056604,0.4723618090452261,0.5838509316770186,0.5222222222222221,0.6062271062271062,0.7574370709382151,0.6734486266531027,16,Keystroke errors 2%,1,0.8369874963652224,0.8002557098855118,1.7908596992492676
dacy_medium,TRUE,0.9986077963404932,0.9849056603773585,0.9895240945824604,0.9872094759368935,0.9381865388456162,0.6093514328808446,0.7240143369175627,0.6617526617526617,0.6885964912280702,0.8722222222222222,0.7696078431372548,0.6859504132231405,0.8645833333333334,0.7649769585253456,0.5524475524475524,0.6528925619834711,0.5984848484848485,0.49707602339181284,0.5279503105590062,0.5120481927710843,0.625,0.7437070938215103,0.6792058516196448,17,Keystroke errors 2%,1,0.844217014595569,0.8044627811029113,1.7908596992492676
dacy_medium,TRUE,0.9982570589114088,0.9850864983098031,0.9885263893045995,0.9868034460435238,0.9339528377298162,0.5497896213183731,0.7025089605734767,0.6168371361132966,0.6276150627615062,0.8333333333333334,0.7159904534606204,0.626984126984127,0.8229166666666666,0.7117117117117118,0.5251798561151079,0.6033057851239669,0.5615384615384615,0.430622009569378,0.5590062111801242,0.48648648648648646,0.5557491289198606,0.7299771167048055,0.6310583580613255,18,Keystroke errors 2%,1,0.837801686536784,0.8008834127629897,1.7908596992492676
dacy_medium,TRUE,0.9982598319494853,0.9826285487393289,0.9876284545545246,0.9851221575359506,0.9357963055416875,0.5796269727403156,0.7240143369175627,0.6438247011952191,0.6710526315789473,0.85,0.7499999999999999,0.6554621848739496,0.8125,0.7255813953488373,0.48717948717948717,0.628099173553719,0.5487364620938628,0.5,0.6024844720496895,0.5464788732394366,0.6062846580406654,0.7505720823798627,0.670756646216769,6,Keystroke errors 2%,1,0.8392503783028751,0.7998604488894057,1.7908596992492676
dacy_medium,TRUE,0.998360248447205,0.9818434368488937,0.9873291429711664,0.9845786488906576,0.9387734718337994,0.597953216374269,0.7329749103942652,0.6586151368760064,0.6595744680851063,0.8611111111111112,0.7469879518072289,0.656,0.8541666666666666,0.7420814479638009,0.5642857142857143,0.6528925619834711,0.6053639846743295,0.5054347826086957,0.577639751552795,0.5391304347826087,0.6066176470588235,0.7551487414187643,0.672782874617737,7,Keystroke errors 2%,1,0.8479171515010472,0.8105342712632987,1.7908596992492676
dacy_medium,TRUE,0.9964398734177216,0.961864406779661,0.9738601217200439,0.9678250954340389,0.8641494356208171,0.3813847900113507,0.6021505376344086,0.46699096594857537,0.43661971830985913,0.6888888888888889,0.5344827586206896,0.5111111111111111,0.71875,0.5974025974025974,0.3380952380952381,0.5867768595041323,0.4290030211480363,0.2857142857142857,0.4472049689440994,0.3486682808716706,0.3949329359165425,0.6064073226544623,0.4783393501805055,1,Keystroke errors 5%,2,0.7438275182566362,0.6935894468872946,1.7908596992492676
dacy_medium,TRUE,0.9973951933946037,0.9579411764705882,0.9748578269979048,0.9663254709983682,0.8643966547192353,0.38657407407407407,0.5985663082437276,0.4697609001406469,0.4746376811594203,0.7277777777777777,0.5745614035087719,0.48201438848920863,0.6979166666666666,0.5702127659574469,0.3014354066985646,0.5206611570247934,0.3818181818181819,0.30416666666666664,0.453416149068323,0.36408977556109723,0.41374045801526715,0.620137299771167,0.4963369963369963,2,Keystroke errors 5%,2,0.7543605493422959,0.6984732824427482,1.7908596992492676
dacy_medium,TRUE,0.9979803950544307,0.9660800314619998,0.9803452060261398,0.9731603446568288,0.8628232597538492,0.3872832369942196,0.600358422939068,0.47083626141953616,0.4520547945205479,0.7333333333333333,0.5593220338983051,0.5172413793103449,0.625,0.5660377358490567,0.31100478468899523,0.5371900826446281,0.393939393939394,0.31451612903225806,0.484472049689441,0.3814180929095355,0.4115853658536585,0.6178489702517163,0.4940530649588289,3,Keystroke errors 5%,2,0.7529725653964386,0.7003472222222222,1.7908596992492676
dacy_medium,TRUE,0.9963923894242649,0.9601142406933229,0.9726628753866108,0.9663478217772711,0.8657342657342658,0.3870601589103292,0.6111111111111112,0.47394023627519116,0.4103448275862069,0.6611111111111111,0.5063829787234042,0.5244755244755245,0.78125,0.6276150627615062,0.3242009132420091,0.5867768595041323,0.41764705882352937,0.3318777292576419,0.4720496894409938,0.3897435897435897,0.4078549848942598,0.6178489702517163,0.4913557779799818,4,Keystroke errors 5%,2,0.745273170165874,0.690465170099514,1.7908596992492676
dacy_medium,TRUE,0.9973799990113205,0.9666699536534858,0.9780504838870597,0.9723269192620512,0.8664803911785252,0.39631336405529954,0.6164874551971327,0.48246844319775595,0.42424242424242425,0.7,0.5283018867924527,0.5037037037037037,0.7083333333333334,0.5887445887445888,0.3333333333333333,0.5785123966942148,0.4229607250755287,0.35398230088495575,0.4968944099378882,0.41343669250646,0.41641337386018235,0.6270022883295194,0.5004566210045662,5,Keystroke errors 5%,2,0.7554833468724614,0.7029594023281404,1.7908596992492676
dacy_medium,TRUE,0.9974371611631346,0.9632287877298201,0.9774518607203432,0.9702882044171536,0.8655763861188672,0.37613636363636366,0.5931899641577061,0.4603616133518776,0.42857142857142855,0.6833333333333333,0.5267665952890792,0.5182481751824818,0.7395833333333334,0.6094420600858369,0.29545454545454547,0.5371900826446281,0.38123167155425225,0.3050847457627119,0.4472049689440994,0.36272040302267006,0.403030303030303,0.6086956521739131,0.4849589790337283,6,Keystroke errors 5%,2,0.7574808629088379,0.7020020830922348,1.7908596992492676
dacy_medium,TRUE,0.9972400197141449,0.9614666273468987,0.9758555322757657,0.9686076450782333,0.8661747108097329,0.38009049773755654,0.6021505376344086,0.4660194174757281,0.40514469453376206,0.7,0.5132382892057027,0.4785714285714286,0.6979166666666666,0.5677966101694916,0.35678391959798994,0.5867768595041323,0.44375,0.3076923076923077,0.4472049689440994,0.36455696202531646,0.38686131386861317,0.6064073226544623,0.4723707664884136,7,Keystroke errors 5%,2,0.7506960556844549,0.6978521391767498,1.7908596992492676
dacy_medium,TRUE,0.9971403214673109,0.9616519174041298,0.9757557617479796,0.9686525033427426,0.8648972261025744,0.40135287485907556,0.6379928315412187,0.4927335640138409,0.46503496503496505,0.7388888888888889,0.5708154506437768,0.5071428571428571,0.7395833333333334,0.6016949152542372,0.3051643192488263,0.5371900826446281,0.3892215568862276,0.35080645161290325,0.5403726708074534,0.4254278728606357,0.4317507418397626,0.665903890160183,0.5238523852385238,8,Keystroke errors 5%,2,0.7567536231884058,0.7026495429827606,1.7908596992492676
dacy_medium,TRUE,0.9968376321770925,0.9630578268150921,0.9753566796368353,0.9691682363438088,0.8660576107034098,0.38434982738780205,0.5985663082437276,0.46811492641906094,0.42628205128205127,0.7388888888888889,0.540650406504065,0.4626865671641791,0.6458333333333334,0.5391304347826088,0.35,0.5206611570247934,0.41860465116279066,0.31275720164609055,0.4720496894409938,0.37623762376237624,0.39332365747460085,0.620137299771167,0.4813499111900533,9,Keystroke errors 5%,2,0.7544063079777367,0.7037444296544938,1.7908596992492676
dacy_medium,TRUE,0.9971386285150469,0.9626131444313263,0.976154843859124,0.9693367018378164,0.866204557921508,0.3928980526918671,0.6146953405017921,0.4793850454227813,0.44594594594594594,0.7333333333333333,0.5546218487394958,0.5072463768115942,0.7291666666666666,0.5982905982905983,0.3127962085308057,0.5454545454545454,0.39759036144578314,0.32894736842105265,0.4658385093167702,0.3856041131105399,0.41842900302114805,0.6338672768878718,0.5040946314831666,10,Keystroke errors 5%,2,0.7554215470253971,0.7012145748987855,1.7908596992492676
dacy_medium,TRUE,0.9973851694706202,0.9645704162976085,0.9778509428314875,0.9711652794292508,0.8672486904464953,0.39556592765460913,0.6075268817204301,0.4791519434628975,0.41883116883116883,0.7166666666666667,0.5286885245901639,0.5354330708661418,0.7083333333333334,0.6098654708520179,0.32057416267942584,0.5537190082644629,0.40606060606060607,0.352112676056338,0.4658385093167702,0.40106951871657753,0.41975308641975306,0.6224256292906178,0.5013824884792627,11,Keystroke errors 5%,2,0.7531021686188101,0.7020833333333333,1.7908596992492676
dacy_medium,TRUE,0.9968797979297707,0.966722622691814,0.9767534670258405,0.9717121588089329,0.8724094881398253,0.3813273340832396,0.6075268817204301,0.4685556323427782,0.4645390070921986,0.7277777777777777,0.5670995670995671,0.4594594594594595,0.7083333333333334,0.5573770491803279,0.3004694835680751,0.5289256198347108,0.3832335329341317,0.3089430894308943,0.4720496894409938,0.37346437346437344,0.4068047337278107,0.6292906178489702,0.4941599281221923,12,Keystroke errors 5%,2,0.762739408009286,0.7144346617238184,1.7908596992492676
dacy_medium,TRUE,0.9970326409495549,0.965483234714004,0.9767534670258405,0.9710856519367158,0.858526357827476,0.4,0.6308243727598566,0.48956884561891506,0.42857142857142855,0.7166666666666667,0.5363825363825363,0.5507246376811594,0.7916666666666666,0.6495726495726495,0.33649289099526064,0.5867768595041323,0.42771084337349397,0.33043478260869563,0.4720496894409938,0.38874680306905374,0.4200298953662182,0.6430205949656751,0.5081374321880651,13,Keystroke errors 5%,2,0.753278403156551,0.6971786107409768,1.7908596992492676
dacy_medium,TRUE,0.9969803475075492,0.9663409337676439,0.9767534670258405,0.9715193013793787,0.8623633368279167,0.39125560538116594,0.6254480286738351,0.48137931034482756,0.4031746031746032,0.7055555555555556,0.5131313131313131,0.5853658536585366,0.75,0.6575342465753423,0.2981651376146789,0.5371900826446281,0.38348082595870203,0.3601694915254237,0.5279503105590062,0.42821158690176325,0.42136498516320475,0.6498855835240275,0.5112511251125114,14,Keystroke errors 5%,2,0.7503771614250899,0.6936221977640038,1.7908596992492676
dacy_medium,TRUE,0.9969821402067977,0.9665581532997929,0.9775516312481293,0.9720238095238095,0.8653020469296056,0.3936651583710407,0.6236559139784946,0.48266296809986126,0.44,0.7333333333333333,0.5499999999999999,0.4794520547945205,0.7291666666666666,0.5785123966942148,0.3031674208144796,0.5537190082644629,0.391812865497076,0.3640552995391705,0.4906832298136646,0.4179894179894179,0.4238310708898944,0.6430205949656751,0.510909090909091,15,Keystroke errors 5%,2,0.7563864375290293,0.6998493452311971,1.7908596992492676
dacy_medium,TRUE,0.9966911946268951,0.961015948021264,0.97395989224783,0.9674446261334918,0.8580851489106536,0.3931818181818182,0.6200716845878136,0.48122392211404724,0.4558303886925795,0.7166666666666667,0.5572354211663066,0.5390625,0.71875,0.6160714285714286,0.3179916317991632,0.628099173553719,0.4222222222222222,0.3130434782608696,0.4472049689440994,0.36828644501278773,0.42121684867394693,0.6178489702517163,0.5009276437847866,16,Keystroke errors 5%,2,0.7373971491482212,0.6852023121387283,1.7908596992492676
dacy_medium,TRUE,0.9970862758654747,0.9640535749458341,0.9766536964980544,0.9703127323189771,0.8684066071161236,0.39559164733178653,0.6111111111111112,0.4802816901408451,0.475,0.7388888888888889,0.5782608695652174,0.5190839694656488,0.7083333333333334,0.5991189427312774,0.3090909090909091,0.5619834710743802,0.39882697947214074,0.3116883116883117,0.4472049689440994,0.36734693877551017,0.4252336448598131,0.6247139588100686,0.5060240963855421,17,Keystroke errors 5%,2,0.7592205984690327,0.7080680634332678,1.7908596992492676
dacy_medium,TRUE,0.9971933625486238,0.9595404104880684,0.9748578269979048,0.967138473720677,0.8652340828638381,0.41743119266055045,0.6523297491039427,0.5090909090909091,0.49097472924187724,0.7555555555555555,0.5951859956236324,0.5833333333333334,0.8020833333333334,0.6754385964912281,0.32286995515695066,0.5950413223140496,0.41860465116279066,0.32916666666666666,0.4906832298136646,0.3940149625935162,0.44992295839753466,0.6681922196796338,0.5377532228360957,18,Keystroke errors 5%,2,0.7483032658506875,0.6925034706154559,1.7908596992492676
dacy_medium,TRUE,0.9972776320348462,0.9681113634119853,0.978349795470418,0.9732036522429535,0.8661606072712744,0.38870056497175143,0.6164874551971327,0.47678447678447683,0.4234527687296417,0.7222222222222222,0.5338809034907598,0.5702479338842975,0.71875,0.6359447004608294,0.3444976076555024,0.5950413223140496,0.4363636363636364,0.29435483870967744,0.453416149068323,0.3569682151589242,0.40236686390532544,0.6224256292906178,0.4887690925426775,19,Keystroke errors 5%,2,0.7557849562141159,0.7046218000695008,1.7908596992492676
dacy_medium,TRUE,0.9935086791364139,0.8991974011083509,0.9389404369949117,0.9186392698521159,0.6335737378761502,0.17470881863560733,0.3763440860215054,0.2386363636363637,0.20151133501259447,0.4444444444444444,0.2772963604852686,0.2765957446808511,0.5416666666666666,0.3661971830985916,0.12234042553191489,0.38016528925619836,0.1851106639839034,0.13278008298755187,0.19875776397515527,0.15920398009950246,0.19854721549636803,0.37528604118993136,0.2596991290577989,0,Keystroke errors 15%,3,0.48543577981651376,0.4076730418943534,1.7908596992492676
dacy_medium,TRUE,0.9941667068408621,0.9053872699386503,0.9423326349396388,0.9234905890980201,0.6305418719211822,0.1672077922077922,0.36917562724014336,0.23016759776536314,0.1957547169811321,0.46111111111111114,0.27483443708609273,0.25149700598802394,0.4375,0.3193916349809886,0.12207792207792208,0.3884297520661157,0.18577075098814227,0.1328125,0.2111801242236025,0.1630695443645084,0.18772136953955135,0.36384439359267734,0.24766355140186916,1,Keystroke errors 15%,3,0.48645546372819104,0.4075342465753425,1.7908596992492676
dacy_medium,TRUE,0.9934407253786052,0.9011978917105894,0.9382420433004091,0.9193469547365334,0.6306665338248482,0.16991869918699187,0.37455197132616486,0.23378076062639822,0.1722488038277512,0.4,0.24080267558528431,0.24338624338624337,0.4791666666666667,0.32280701754385965,0.1227154046997389,0.3884297520661157,0.1865079365079365,0.18333333333333332,0.2732919254658385,0.21945137157107233,0.1912632821723731,0.3707093821510298,0.25233644859813087,2,Keystroke errors 15%,3,0.48140922653201745,0.39883800410116205,1.7908596992492676
dacy_medium,TRUE,0.9928085147185731,0.8880426504188881,0.9306594831886661,0.9088517562235106,0.6188081843978693,0.16895715440582054,0.37455197132616486,0.2328690807799443,0.21204188481675393,0.45,0.28825622775800713,0.22916666666666666,0.4583333333333333,0.3055555555555555,0.12368421052631579,0.3884297520661157,0.18762475049900199,0.13074204946996468,0.22981366459627328,0.16666666666666666,0.18903150525087514,0.3707093821510298,0.2503863987635239,3,Keystroke errors 15%,3,0.47858451672011,0.39702374190616835,1.7908596992492676
dacy_medium,TRUE,0.9929988894790208,0.9011315688530879,0.9375436496059064,0.9189770671360814,0.6360554392262439,0.1777408637873754,0.3835125448028674,0.242905788876277,0.21715817694369974,0.45,0.29294755877034356,0.23469387755102042,0.4791666666666667,0.31506849315068497,0.11168831168831168,0.35537190082644626,0.16996047430830039,0.176,0.2732919254658385,0.2141119221411192,0.2087912087912088,0.391304347826087,0.2722929936305733,4,Keystroke errors 15%,3,0.5022390630382363,0.4188804013225402,1.7908596992492676
dacy_medium,TRUE,0.9929050629856653,0.8990702578357136,0.9358475506335429,0.9170903402424716,0.638107098381071,0.16571892770105606,0.3655913978494624,0.228060368921185,0.2146341463414634,0.4888888888888889,0.29830508474576267,0.20238095238095238,0.3541666666666667,0.2575757575757576,0.1206896551724138,0.4049586776859504,0.18595825426944973,0.13360323886639677,0.20496894409937888,0.16176470588235295,0.18787878787878787,0.35469107551487417,0.24564183835182252,5,Keystroke errors 15%,3,0.5037360616162777,0.42129312314370576,1.7908596992492676
dacy_medium,TRUE,0.9932879424404848,0.9036838066001535,0.9398383717449865,0.921406563310021,0.6339445883994419,0.1702127659574468,0.3870967741935484,0.2364532019704433,0.21867321867321868,0.49444444444444446,0.303236797274276,0.2192513368983957,0.4270833333333333,0.28975265017667845,0.1134020618556701,0.36363636363636365,0.17288801571709234,0.14634146341463414,0.2608695652173913,0.1875,0.1952326901248581,0.39359267734553777,0.2610015174506829,6,Keystroke errors 15%,3,0.4974764854324386,0.415113694648658,1.7908596992492676
dacy_medium,TRUE,0.9925688474428093,0.9059878507376338,0.9374438790781203,0.9214474845542807,0.6299715554668396,0.1746160064672595,0.3870967741935484,0.24066852367688021,0.19907407407407407,0.4777777777777778,0.281045751633987,0.22105263157894736,0.4375,0.2937062937062937,0.12771739130434784,0.3884297520661157,0.19222903885480574,0.1659919028340081,0.2546583850931677,0.20098039215686275,0.19447640966628307,0.38672768878718533,0.2588055130168453,7,Keystroke errors 15%,3,0.5028748850045999,0.41884936520645083,1.7908596992492676
dacy_medium,TRUE,0.993386434950519,0.901784001534625,0.9380425022448369,0.9195559685070175,0.6342168194499801,0.1762295081967213,0.38530465949820786,0.24184476940382452,0.20588235294117646,0.4666666666666667,0.28571428571428564,0.2122905027932961,0.3958333333333333,0.27636363636363637,0.11780104712041885,0.371900826446281,0.17892644135188868,0.19123505976095617,0.2981366459627329,0.23300970873786409,0.20286396181384247,0.3890160183066362,0.2666666666666667,8,Keystroke errors 15%,3,0.49078698122955056,0.4173376734623951,1.7908596992492676
dacy_medium,TRUE,0.993192680925023,0.9012179917521819,0.9375436496059064,0.9190220048899755,0.632040237039988,0.1611154144074361,0.3727598566308244,0.22498647917793405,0.19951338199513383,0.45555555555555555,0.27749576988155666,0.25405405405405407,0.4895833333333333,0.3345195729537367,0.12020460358056266,0.3884297520661157,0.18359374999999997,0.10526315789473684,0.19875776397515527,0.13763440860215054,0.17888888888888888,0.3684210526315789,0.24083769633507845,9,Keystroke errors 15%,3,0.4770990172978564,0.398334094020995,1.7908596992492676
dacy_medium,TRUE,0.9935127807900853,0.9086099086099086,0.9423326349396388,0.9251640709178177,0.636386299047714,0.17077175697865354,0.3727598566308244,0.23423423423423428,0.19899244332493704,0.4388888888888889,0.2738301559792028,0.2573099415204678,0.4583333333333333,0.32958801498127344,0.12562814070351758,0.4132231404958678,0.1926782273603083,0.1388888888888889,0.21739130434782608,0.1694915254237288,0.1926829268292683,0.36155606407322655,0.25139220365950676,10,Keystroke errors 15%,3,0.5022107378696526,0.4195021694450788,1.7908596992492676
dacy_medium,TRUE,0.9936274983103216,0.9033867408615561,0.9394392896338422,0.9210603541034922,0.6405495544825527,0.16720516962843296,0.3709677419354839,0.2305122494432071,0.20551378446115287,0.45555555555555555,0.2832469775474956,0.2459016393442623,0.46875,0.3225806451612903,0.11970074812967581,0.39669421487603307,0.1839080459770115,0.12549019607843137,0.19875776397515527,0.15384615384615385,0.18996415770609318,0.36384439359267734,0.24960753532182103,11,Keystroke errors 15%,3,0.49954096855634617,0.42534970025692265,1.7908596992492676
dacy_medium,TRUE,0.992552471225457,0.8995775729646698,0.9348498453556819,0.9168746024756593,0.633374906460464,0.16521048451151707,0.3727598566308244,0.22894881673087508,0.18944844124700239,0.4388888888888889,0.2646566164154104,0.27225130890052357,0.5416666666666666,0.36236933797909415,0.10263157894736842,0.32231404958677684,0.15568862275449102,0.14022140221402213,0.2360248447204969,0.1759259259259259,0.19226393629124006,0.38672768878718533,0.256838905775076,12,Keystroke errors 15%,3,0.48473699338890486,0.4036110158838989,1.7908596992492676
dacy_medium,TRUE,0.993201870690902,0.9004884589598697,0.9380425022448369,0.9188819390148555,0.6200507993425967,0.15878107457898957,0.3548387096774194,0.21939058171745152,0.164079822616408,0.4111111111111111,0.23454833597464345,0.22826086956521738,0.4375,0.3,0.13157894736842105,0.4132231404958678,0.19960079840319359,0.13793103448275862,0.19875776397515527,0.1628498727735369,0.1707035755478662,0.33867276887871856,0.22699386503067484,13,Keystroke errors 15%,3,0.4781284129447606,0.40034246575342464,1.7908596992492676
dacy_medium,TRUE,0.9928398645379778,0.9029685848784705,0.9377431906614786,0.9200274079874705,0.6331337325349301,0.17296862429605792,0.38530465949820786,0.2387562465297057,0.19794344473007713,0.42777777777777776,0.2706502636203867,0.2639593908629442,0.5416666666666666,0.35494880546075086,0.11330049261083744,0.38016528925619836,0.174573055028463,0.1593625498007968,0.2484472049689441,0.1941747572815534,0.2019115890083632,0.38672768878718533,0.2653061224489796,14,Keystroke errors 15%,3,0.48630333658760694,0.4041302983627132,1.7908596992492676
dacy_medium,TRUE,0.9931861015802446,0.9022751271959297,0.9377431906614786,0.9196673189823875,0.6373560640047853,0.17926045016077172,0.3996415770609319,0.24750277469478357,0.2171837708830549,0.5055555555555555,0.3038397328881469,0.25,0.4583333333333333,0.3235294117647059,0.11466666666666667,0.35537190082644626,0.17338709677419356,0.16423357664233576,0.2795031055900621,0.20689655172413796,0.20713463751438435,0.41189931350114417,0.2756508422664625,15,Keystroke errors 15%,3,0.4909821941412981,0.41121068554141216,1.7908596992492676
dacy_medium,TRUE,0.9933697914146058,0.9057692307692308,0.9398383717449865,0.9224893502423737,0.6280135485156405,0.17096774193548386,0.37992831541218636,0.23581757508342602,0.18858560794044665,0.4222222222222222,0.2607204116638078,0.2742857142857143,0.5,0.3542435424354244,0.10498687664041995,0.3305785123966942,0.1593625498007968,0.1708185053380783,0.2981366459627329,0.2171945701357466,0.20023282887077998,0.39359267734553777,0.26543209876543206,16,Keystroke errors 15%,3,0.4853643107711772,0.40912469269910234,1.7908596992492676
dacy_medium,TRUE,0.9932938089221498,0.9122417455107164,0.9427317170507832,0.9272361513174034,0.6433028805351705,0.1782642689601251,0.40860215053763443,0.2482308111050626,0.18993135011441648,0.46111111111111114,0.26904376012965964,0.27918781725888325,0.5729166666666666,0.3754266211604096,0.11645569620253164,0.38016528925619836,0.17829457364341084,0.176,0.2732919254658385,0.2141119221411192,0.20588235294117646,0.41647597254004576,0.27554882664647995,17,Keystroke errors 15%,3,0.5015544041450777,0.4216191457689225,1.7908596992492676
dacy_medium,TRUE,0.993447677779919,0.8991001340225924,0.937044796966976,0.9176803947432702,0.6301151373174501,0.1838351822503962,0.4157706093189964,0.25494505494505487,0.21065989847715735,0.46111111111111114,0.28919860627177696,0.2570093457943925,0.5729166666666666,0.3548387096774194,0.12827225130890052,0.4049586776859504,0.19483101391650098,0.16544117647058823,0.2795031055900621,0.20785219399538107,0.20795454545454545,0.41876430205949655,0.2779043280182233,18,Keystroke errors 15%,3,0.48750502671339113,0.4140878782697897,1.7908596992492676
dacy_medium,TRUE,0.9925416505230531,0.9016440726853188,0.9356480095779707,0.9183313748531141,0.6335496754867699,0.17282010997643363,0.3942652329749104,0.2403058438012015,0.19080459770114944,0.46111111111111114,0.2699186991869919,0.27485380116959063,0.4895833333333333,0.352059925093633,0.11910669975186104,0.39669421487603307,0.183206106870229,0.1590909090909091,0.2608695652173913,0.1976470588235294,0.19770114942528735,0.39359267734553777,0.26319816373374144,19,Keystroke errors 15%,3,0.4916996955597679,0.4178133028832429,1.7908596992492676
dacy_medium,TRUE,0.999150891563858,0.996506637388961,0.9961089494163424,0.9963077537171939,0.9651830760777261,0.6923076923076923,0.7258064516129032,0.7086614173228347,0.7892156862745098,0.8944444444444445,0.8385416666666666,0.6212121212121212,0.8541666666666666,0.7192982456140351,0.6324786324786325,0.6115702479338843,0.6218487394957982,0.6666666666666666,0.546583850931677,0.6006825938566552,0.7072649572649573,0.7574370709382151,0.7314917127071823,0,Æøå Augmentation,4,0.8771848054066651,0.8456743373143024,1.7908596992492676
dacy_medium,TRUE,0.9991509763771663,0.9963073852295409,0.9960091788885563,0.9961582597415556,0.9814676057745142,0.7769784172661871,0.7741935483870968,0.7755834829443448,0.8864864864864865,0.9111111111111111,0.8986301369863013,0.7672413793103449,0.9270833333333334,0.839622641509434,0.7256637168141593,0.6776859504132231,0.7008547008547009,0.6830985915492958,0.6024844720496895,0.6402640264026404,0.7900677200902935,0.8009153318077803,0.7954545454545454,0,Lowercase,5,0.8923327895595432,0.8663637422812537,1.7908596992492676
