,wall_time,token_acc,token_p,token_r,token_f,pos_acc,tag_acc,ents_p,ents_r,ents_f,ents_per_type_PER_p,ents_per_type_PER_r,ents_per_type_PER_f,ents_per_type_LOC_p,ents_per_type_LOC_r,ents_per_type_LOC_f,ents_per_type_MISC_p,ents_per_type_MISC_r,ents_per_type_MISC_f,ents_per_type_ORG_p,ents_per_type_ORG_r,ents_per_type_ORG_f,ents_excl_MISC_ents_p,ents_excl_MISC_ents_r,ents_excl_MISC_ents_f,dep_uas,dep_las,dep_las_per_type_nummod_p,dep_las_per_type_nummod_r,dep_las_per_type_nummod_f,dep_las_per_type_amod_p,dep_las_per_type_amod_r,dep_las_per_type_amod_f,dep_las_per_type_nmod_p,dep_las_per_type_nmod_r,dep_las_per_type_nmod_f,dep_las_per_type_nsubj_p,dep_las_per_type_nsubj_r,dep_las_per_type_nsubj_f,dep_las_per_type_flat_p,dep_las_per_type_flat_r,dep_las_per_type_flat_f,dep_las_per_type_cc_p,dep_las_per_type_cc_r,dep_las_per_type_cc_f,dep_las_per_type_conj_p,dep_las_per_type_conj_r,dep_las_per_type_conj_f,dep_las_per_type_root_p,dep_las_per_type_root_r,dep_las_per_type_root_f,dep_las_per_type_advmod_p,dep_las_per_type_advmod_r,dep_las_per_type_advmod_f,dep_las_per_type_mark_p,dep_las_per_type_mark_r,dep_las_per_type_mark_f,dep_las_per_type_aux_p,dep_las_per_type_aux_r,dep_las_per_type_aux_f,dep_las_per_type_ccomp_p,dep_las_per_type_ccomp_r,dep_las_per_type_ccomp_f,dep_las_per_type_case_p,dep_las_per_type_case_r,dep_las_per_type_case_f,dep_las_per_type_det_p,dep_las_per_type_det_r,dep_las_per_type_det_f,dep_las_per_type_obl_p,dep_las_per_type_obl_r,dep_las_per_type_obl_f,dep_las_per_type_nmod:poss_p,dep_las_per_type_nmod:poss_r,dep_las_per_type_nmod:poss_f,dep_las_per_type_obj_p,dep_las_per_type_obj_r,dep_las_per_type_obj_f,dep_las_per_type_cop_p,dep_las_per_type_cop_r,dep_las_per_type_cop_f,dep_las_per_type_acl:relcl_p,dep_las_per_type_acl:relcl_r,dep_las_per_type_acl:relcl_f,dep_las_per_type_compound:prt_p,dep_las_per_type_compound:prt_r,dep_las_per_type_compound:prt_f,dep_las_per_type_advcl_p,dep_las_per_type_advcl_r,dep_las_per_type_advcl_f,dep_las_per_type_fixed_p,dep_las_per_type_fixed_r,dep_las_per_type_fixed_f,dep_las_per_type_iobj_p,dep_las_per_type_iobj_r,dep_las_per_type_iobj_f,dep_las_per_type_appos_p,dep_las_per_type_appos_r,dep_las_per_type_appos_f,dep_las_per_type_obl:tmod_p,dep_las_per_type_obl:tmod_r,dep_las_per_type_obl:tmod_f,dep_las_per_type_xcomp_p,dep_las_per_type_xcomp_r,dep_las_per_type_xcomp_f,dep_las_per_type_dep_p,dep_las_per_type_dep_r,dep_las_per_type_dep_f,dep_las_per_type_obl:loc_p,dep_las_per_type_obl:loc_r,dep_las_per_type_obl:loc_f,dep_las_per_type_expl_p,dep_las_per_type_expl_r,dep_las_per_type_expl_f,dep_las_per_type_list_p,dep_las_per_type_list_r,dep_las_per_type_list_f,dep_las_per_type_vocative_p,dep_las_per_type_vocative_r,dep_las_per_type_vocative_f,dep_las_per_type_discourse_p,dep_las_per_type_discourse_r,dep_las_per_type_discourse_f,dep_las_per_type_goeswith_p,dep_las_per_type_goeswith_r,dep_las_per_type_goeswith_f,k,model,augmenter,i
0,1.1365489959716797,0.999150891563858,0.996506637388961,0.9961089494163424,0.9963077537171939,0.94825691739087,0.94825691739087,0.7160493827160493,0.6236559139784946,0.6666666666666666,0.7486910994764397,0.7944444444444444,0.7708894878706198,0.68,0.7083333333333334,0.6938775510204083,0.68,0.5619834710743802,0.6153846153846154,0.7263157894736842,0.42857142857142855,0.5390625,0.7253886010362695,0.6407322654462243,0.6804374240583232,0.7879459081370949,0.7406457629094301,0.75,0.7631578947368421,0.7565217391304349,0.7702448210922788,0.7490842490842491,0.7595171773444754,0.5790554414784395,0.6211453744493393,0.5993623804463336,0.8023887079261672,0.7803590285110876,0.791220556745182,0.8375634517766497,0.8776595744680851,0.8571428571428572,0.7777777777777778,0.8085808580858086,0.7928802588996765,0.5894428152492669,0.5826086956521739,0.58600583090379,0.7975567190226877,0.8088495575221238,0.8031634446397189,0.6563758389261745,0.6772853185595568,0.6666666666666666,0.8782608695652174,0.8688172043010752,0.8735135135135135,0.8311688311688312,0.7876923076923077,0.8088467614533965,0.6164383561643836,0.569620253164557,0.5921052631578947,0.8773784355179705,0.8718487394957983,0.874604847207587,0.8582677165354331,0.8790322580645161,0.8685258964143425,0.6702508960573477,0.6012861736334405,0.6338983050847458,0.63,0.5779816513761468,0.6028708133971291,0.7089285714285715,0.761996161228407,0.7345050878815913,0.7371134020618557,0.8125,0.772972972972973,0.5823529411764706,0.5409836065573771,0.5609065155807367,0.5454545454545454,0.35294117647058826,0.42857142857142855,0.5370370370370371,0.5523809523809524,0.5446009389671362,0.8793103448275862,0.8095238095238095,0.8429752066115702,0.6666666666666666,0.26666666666666666,0.3809523809523809,0.4583333333333333,0.2894736842105263,0.3548387096774194,0.75,0.1875,0.3,0.38095238095238093,0.3137254901960784,0.3440860215053763,0.0684931506849315,0.1724137931034483,0.09803921568627451,0.6851851851851852,0.7254901960784313,0.7047619047619048,0.8888888888888888,0.8205128205128205,0.8533333333333333,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,spacy_small,Input size augmentation 5 sentences,1
0,0.9164495468139648,0.999150891563858,0.996506637388961,0.9961089494163424,0.9963077537171939,0.9480571371491359,0.9480571371491359,0.7160493827160493,0.6236559139784946,0.6666666666666666,0.7486910994764397,0.7944444444444444,0.7708894878706198,0.68,0.7083333333333334,0.6938775510204083,0.68,0.5619834710743802,0.6153846153846154,0.7263157894736842,0.42857142857142855,0.5390625,0.7253886010362695,0.6407322654462243,0.6804374240583232,0.7877834120184182,0.7407623266114932,0.7413793103448276,0.7543859649122807,0.7478260869565219,0.7731568998109641,0.7490842490842491,0.7609302325581395,0.5787321063394683,0.6233480176211453,0.6002120890774125,0.800650054171181,0.7803590285110876,0.7903743315508023,0.8375634517766497,0.8776595744680851,0.8571428571428572,0.7777777777777778,0.8085808580858086,0.7928802588996765,0.5847953216374269,0.5797101449275363,0.5822416302765647,0.8035087719298246,0.8106194690265487,0.8070484581497798,0.6532797858099063,0.6759002770083102,0.6643975493533016,0.8785249457700651,0.8709677419354839,0.8747300215982722,0.8290322580645161,0.7907692307692308,0.8094488188976378,0.6081081081081081,0.569620253164557,0.5882352941176471,0.8792372881355932,0.8718487394957983,0.8755274261603376,0.8582677165354331,0.8790322580645161,0.8685258964143425,0.6684587813620072,0.5996784565916399,0.6322033898305085,0.6363636363636364,0.5779816513761468,0.6057692307692307,0.7114695340501792,0.761996161228407,0.7358665430954586,0.7409326424870466,0.8125,0.7750677506775067,0.5882352941176471,0.546448087431694,0.56657223796034,0.5454545454545454,0.35294117647058826,0.42857142857142855,0.5471698113207547,0.5523809523809524,0.5497630331753556,0.8793103448275862,0.8095238095238095,0.8429752066115702,0.6666666666666666,0.26666666666666666,0.3809523809523809,0.4583333333333333,0.2894736842105263,0.3548387096774194,0.75,0.1875,0.3,0.37209302325581395,0.3137254901960784,0.3404255319148936,0.0684931506849315,0.1724137931034483,0.09803921568627451,0.6727272727272727,0.7254901960784313,0.6981132075471698,0.8888888888888888,0.8205128205128205,0.8533333333333333,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,spacy_small,Input size augmentation 10 sentences,1
