,wall_time,token_acc,token_p,token_r,token_f,pos_acc,tag_acc,ents_p,ents_r,ents_f,ents_per_type_PER_p,ents_per_type_PER_r,ents_per_type_PER_f,ents_per_type_LOC_p,ents_per_type_LOC_r,ents_per_type_LOC_f,ents_per_type_MISC_p,ents_per_type_MISC_r,ents_per_type_MISC_f,ents_per_type_ORG_p,ents_per_type_ORG_r,ents_per_type_ORG_f,ents_excl_MISC_ents_p,ents_excl_MISC_ents_r,ents_excl_MISC_ents_f,dep_uas,dep_las,dep_las_per_type_nummod_p,dep_las_per_type_nummod_r,dep_las_per_type_nummod_f,dep_las_per_type_amod_p,dep_las_per_type_amod_r,dep_las_per_type_amod_f,dep_las_per_type_nmod_p,dep_las_per_type_nmod_r,dep_las_per_type_nmod_f,dep_las_per_type_nsubj_p,dep_las_per_type_nsubj_r,dep_las_per_type_nsubj_f,dep_las_per_type_flat_p,dep_las_per_type_flat_r,dep_las_per_type_flat_f,dep_las_per_type_cc_p,dep_las_per_type_cc_r,dep_las_per_type_cc_f,dep_las_per_type_conj_p,dep_las_per_type_conj_r,dep_las_per_type_conj_f,dep_las_per_type_root_p,dep_las_per_type_root_r,dep_las_per_type_root_f,dep_las_per_type_advmod_p,dep_las_per_type_advmod_r,dep_las_per_type_advmod_f,dep_las_per_type_mark_p,dep_las_per_type_mark_r,dep_las_per_type_mark_f,dep_las_per_type_aux_p,dep_las_per_type_aux_r,dep_las_per_type_aux_f,dep_las_per_type_ccomp_p,dep_las_per_type_ccomp_r,dep_las_per_type_ccomp_f,dep_las_per_type_case_p,dep_las_per_type_case_r,dep_las_per_type_case_f,dep_las_per_type_det_p,dep_las_per_type_det_r,dep_las_per_type_det_f,dep_las_per_type_obl_p,dep_las_per_type_obl_r,dep_las_per_type_obl_f,dep_las_per_type_nmod:poss_p,dep_las_per_type_nmod:poss_r,dep_las_per_type_nmod:poss_f,dep_las_per_type_obj_p,dep_las_per_type_obj_r,dep_las_per_type_obj_f,dep_las_per_type_cop_p,dep_las_per_type_cop_r,dep_las_per_type_cop_f,dep_las_per_type_acl:relcl_p,dep_las_per_type_acl:relcl_r,dep_las_per_type_acl:relcl_f,dep_las_per_type_dep_p,dep_las_per_type_dep_r,dep_las_per_type_dep_f,dep_las_per_type_compound:prt_p,dep_las_per_type_compound:prt_r,dep_las_per_type_compound:prt_f,dep_las_per_type_advcl_p,dep_las_per_type_advcl_r,dep_las_per_type_advcl_f,dep_las_per_type_fixed_p,dep_las_per_type_fixed_r,dep_las_per_type_fixed_f,dep_las_per_type_iobj_p,dep_las_per_type_iobj_r,dep_las_per_type_iobj_f,dep_las_per_type_appos_p,dep_las_per_type_appos_r,dep_las_per_type_appos_f,dep_las_per_type_obl:tmod_p,dep_las_per_type_obl:tmod_r,dep_las_per_type_obl:tmod_f,dep_las_per_type_xcomp_p,dep_las_per_type_xcomp_r,dep_las_per_type_xcomp_f,dep_las_per_type_obl:loc_p,dep_las_per_type_obl:loc_r,dep_las_per_type_obl:loc_f,dep_las_per_type_advmod:lmod_p,dep_las_per_type_advmod:lmod_r,dep_las_per_type_advmod:lmod_f,dep_las_per_type_expl_p,dep_las_per_type_expl_r,dep_las_per_type_expl_f,dep_las_per_type_list_p,dep_las_per_type_list_r,dep_las_per_type_list_f,dep_las_per_type_obl:lmod_p,dep_las_per_type_obl:lmod_r,dep_las_per_type_obl:lmod_f,dep_las_per_type_vocative_p,dep_las_per_type_vocative_r,dep_las_per_type_vocative_f,dep_las_per_type_discourse_p,dep_las_per_type_discourse_r,dep_las_per_type_discourse_f,dep_las_per_type_goeswith_p,dep_las_per_type_goeswith_r,dep_las_per_type_goeswith_f,k,model,augmenter,i
0,10.230141162872314,0.999750461645955,0.9989023051591658,0.9987029831387808,0.9988026342047496,0.9766954438844254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8742424242424242,0.8391608391608392,0.8073394495412844,0.7719298245614035,0.7892376681614349,0.871939736346516,0.847985347985348,0.8597957288765088,0.6863157894736842,0.7180616740088106,0.7018299246501615,0.9008438818565401,0.9017951425554382,0.9013192612137203,0.900523560209424,0.9148936170212766,0.9076517150395778,0.8914473684210527,0.8943894389438944,0.8929159802306426,0.7698863636363636,0.7855072463768116,0.7776183644189384,0.8944543828264758,0.8849557522123894,0.8896797153024911,0.7613333333333333,0.7908587257617729,0.7758152173913043,0.9383259911894273,0.9161290322580645,0.9270946681175191,0.9161676646706587,0.9415384615384615,0.9286798179059179,0.7752808988764045,0.8734177215189873,0.8214285714285714,0.9092805005213764,0.9159663865546218,0.912611198325484,0.9273084479371316,0.9516129032258065,0.9393034825870646,0.7665562913907285,0.7443729903536977,0.7553017944535073,0.7818181818181819,0.7889908256880734,0.7853881278538812,0.8528301886792453,0.8675623800383877,0.8601332064700287,0.8682634730538922,0.8238636363636364,0.8454810495626821,0.7374301675977654,0.7213114754098361,0.729281767955801,0.4722222222222222,0.5862068965517241,0.523076923076923,0.6363636363636364,0.4117647058823529,0.5,0.7383177570093458,0.7523809523809524,0.7452830188679245,0.9803921568627451,0.7936507936507936,0.8771929824561403,0.6666666666666666,0.5333333333333333,0.5925925925925926,0.6857142857142857,0.631578947368421,0.6575342465753424,1.0,0.25,0.4,0.7073170731707317,0.5686274509803921,0.6304347826086957,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.8461538461538461,0.8799999999999999,0.18181818181818182,0.11764705882352941,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,0.0,0.0,0.0,0,stanza,Input size augmentation 5 sentences,1
0,7.484524488449097,0.9998003992015968,0.9990021951706246,0.998902524194353,0.9989523571963084,0.9768973604111572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8742277654738314,0.8390255274507518,0.7981651376146789,0.7631578947368421,0.7802690582959642,0.871939736346516,0.847985347985348,0.8597957288765088,0.6855345911949685,0.7202643171806168,0.7024704618689581,0.8989473684210526,0.9017951425554382,0.9003690036900369,0.900523560209424,0.9148936170212766,0.9076517150395778,0.8914473684210527,0.8943894389438944,0.8929159802306426,0.7677053824362606,0.7855072463768116,0.7765042979942695,0.8972972972972973,0.8814159292035398,0.8892857142857143,0.7613333333333333,0.7908587257617729,0.7758152173913043,0.9383259911894273,0.9161290322580645,0.9270946681175191,0.9161676646706587,0.9415384615384615,0.9286798179059179,0.7777777777777778,0.8860759493670886,0.8284023668639053,0.9092805005213764,0.9159663865546218,0.912611198325484,0.9273084479371316,0.9516129032258065,0.9393034825870646,0.77,0.7427652733118971,0.7561374795417349,0.7818181818181819,0.7889908256880734,0.7853881278538812,0.8515037593984962,0.8694817658349329,0.8603988603988605,0.8682634730538922,0.8238636363636364,0.8454810495626821,0.7374301675977654,0.7213114754098361,0.729281767955801,0.4722222222222222,0.5862068965517241,0.523076923076923,0.6363636363636364,0.4117647058823529,0.5,0.7383177570093458,0.7523809523809524,0.7452830188679245,0.9803921568627451,0.7936507936507936,0.8771929824561403,0.6666666666666666,0.5333333333333333,0.5925925925925926,0.6857142857142857,0.631578947368421,0.6575342465753424,1.0,0.25,0.4,0.7,0.5490196078431373,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.8461538461538461,0.8799999999999999,0.18181818181818182,0.11764705882352941,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.5,0.0,0.0,0.0,0,stanza,Input size augmentation 10 sentences,1
