,wall_time,token_acc,token_p,token_r,token_f,pos_acc,tag_acc,ents_p,ents_r,ents_f,ents_per_type_LOC_p,ents_per_type_LOC_r,ents_per_type_LOC_f,ents_per_type_PER_p,ents_per_type_PER_r,ents_per_type_PER_f,ents_per_type_MISC_p,ents_per_type_MISC_r,ents_per_type_MISC_f,ents_per_type_ORG_p,ents_per_type_ORG_r,ents_per_type_ORG_f,ents_excl_MISC_ents_p,ents_excl_MISC_ents_r,ents_excl_MISC_ents_f,k,model,augmenter,i
8,2.398181200027466,0.9805373386926169,0.3737289894168915,0.35937344108550334,0.3664106606988455,0.0,0.0,0.7417475728155339,0.6845878136200717,0.7120223671947811,0.6880733944954128,0.78125,0.7317073170731707,0.8693181818181818,0.85,0.8595505617977528,0.6796116504854369,0.5785123966942148,0.625,0.6614173228346457,0.5217391304347826,0.5833333333333334,0.7572815533980582,0.7139588100686499,0.7349823321554771,8,nerda_bert,Spacing Augmention 5%,11
9,2.4051685333251953,0.9812256091129627,0.37167408634434207,0.35817619475207024,0.3648003251702063,0.0,0.0,0.7711538461538462,0.7186379928315412,0.7439703153988868,0.7297297297297297,0.84375,0.7826086956521738,0.8700564971751412,0.8555555555555555,0.8627450980392157,0.7247706422018348,0.6528925619834711,0.6869565217391305,0.7073170731707317,0.5403726708074534,0.6126760563380282,0.7834549878345499,0.7368421052631579,0.7594339622641509,9,nerda_bert,Spacing Augmention 5%,11
10,2.4321587085723877,0.9796545512345025,0.37252051095648564,0.35787688316871197,0.36505190311418695,0.0,0.0,0.7619047619047619,0.7168458781362007,0.7386888273314866,0.7522935779816514,0.8541666666666666,0.8,0.8370786516853933,0.8277777777777777,0.8324022346368715,0.7207207207207207,0.6611570247933884,0.689655172413793,0.7007874015748031,0.5527950310559007,0.6180555555555555,0.7729468599033816,0.7322654462242563,0.7520564042303173,10,nerda_bert,Spacing Augmention 5%,11
11,2.45893931388855,0.9788702484603949,0.3705937402516377,0.35558216102963186,0.3629327902240326,0.0,0.0,0.7593688362919132,0.6899641577060932,0.7230046948356806,0.7264150943396226,0.8020833333333334,0.7623762376237623,0.8620689655172413,0.8333333333333334,0.847457627118644,0.6981132075471698,0.6115702479338843,0.6519823788546256,0.6942148760330579,0.5217391304347826,0.5957446808510638,0.7755610972568578,0.7116704805491991,0.7422434367541767,11,nerda_bert,Spacing Augmention 5%,11
12,2.3906524181365967,0.9793644899474829,0.37474012474012475,0.3596727526688616,0.36705187598635647,0.0,0.0,0.7641325536062378,0.7025089605734767,0.7320261437908496,0.7614678899082569,0.8645833333333334,0.8097560975609757,0.8685714285714285,0.8444444444444444,0.8563380281690142,0.6785714285714286,0.628099173553719,0.6523605150214593,0.6923076923076923,0.5031055900621118,0.5827338129496403,0.7880299251870324,0.7231121281464531,0.7541766109785203,12,nerda_bert,Spacing Augmention 5%,11
13,2.450554847717285,0.9800973957230573,0.3756487440315549,0.3610695400578669,0.36821488528259655,0.0,0.0,0.7681992337164751,0.7186379928315412,0.7425925925925926,0.7232142857142857,0.84375,0.778846153846154,0.8409090909090909,0.8222222222222222,0.8314606741573033,0.7407407407407407,0.6611570247933884,0.6986899563318777,0.7301587301587301,0.5714285714285714,0.6411149825783972,0.7753623188405797,0.7345537757437071,0.7544065804935371,13,nerda_bert,Spacing Augmention 5%,11
14,2.389132022857666,0.9793776175581826,0.3739871182214835,0.35917390002993116,0.36643086162145655,0.0,0.0,0.7547528517110266,0.7114695340501792,0.7324723247232472,0.7289719626168224,0.8125,0.7684729064039408,0.8397790055248618,0.8444444444444444,0.8421052631578947,0.7181818181818181,0.6528925619834711,0.683982683982684,0.6875,0.546583850931677,0.6089965397923875,0.7644230769230769,0.7276887871853547,0.7456037514654162,14,nerda_bert,Spacing Augmention 5%,11
15,2.4168362617492676,0.9797862207641019,0.3770746887966805,0.36266586850244437,0.3697299496516299,0.0,0.0,0.7653846153846153,0.7132616487455197,0.738404452690167,0.7757009345794392,0.8645833333333334,0.8177339901477833,0.8351648351648352,0.8444444444444444,0.839779005524862,0.7383177570093458,0.6528925619834711,0.6929824561403509,0.6774193548387096,0.5217391304347826,0.5894736842105264,0.7723970944309927,0.7299771167048055,0.7505882352941176,15,nerda_bert,Spacing Augmention 5%,11
16,2.4264070987701416,0.9817339579933674,0.3768610421836228,0.3636635737803053,0.37014470677837014,0.0,0.0,0.7571701720841301,0.7096774193548387,0.732654949121184,0.7129629629629629,0.8020833333333334,0.7549019607843137,0.848314606741573,0.8388888888888889,0.8435754189944135,0.6991150442477876,0.6528925619834711,0.6752136752136753,0.717741935483871,0.5527950310559007,0.624561403508772,0.7731707317073171,0.7254004576659039,0.7485242030696576,16,nerda_bert,Spacing Augmention 5%,11
17,2.386836528778076,0.9795075456711676,0.3685139061851391,0.35428514416841267,0.3612594740322499,0.0,0.0,0.75,0.6935483870967742,0.7206703910614526,0.6952380952380952,0.7604166666666666,0.7263681592039799,0.8131868131868132,0.8222222222222222,0.8176795580110496,0.6972477064220184,0.628099173553719,0.6608695652173914,0.75,0.5590062111801242,0.6405693950177935,0.7641277641277642,0.7116704805491991,0.7369668246445499,17,nerda_bert,Spacing Augmention 5%,11
18,2.482011318206787,0.9795983254729479,0.3762982966348151,0.36146862216901127,0.3687344155513714,0.0,0.0,0.7650485436893204,0.7060931899641577,0.7343895619757689,0.7264150943396226,0.8020833333333334,0.7623762376237623,0.8457142857142858,0.8222222222222222,0.8338028169014085,0.7522935779816514,0.6776859504132231,0.7130434782608697,0.696,0.5403726708074534,0.6083916083916084,0.7684729064039408,0.7139588100686499,0.7402135231316725,18,nerda_bert,Spacing Augmention 5%,11
19,2.482393741607666,0.9804294932825559,0.3742477692467317,0.3598722937244338,0.3669192818269671,0.0,0.0,0.749034749034749,0.6953405017921147,0.7211895910780669,0.7321428571428571,0.8541666666666666,0.7884615384615384,0.7966101694915254,0.7833333333333333,0.7899159663865546,0.7222222222222222,0.6446280991735537,0.6812227074235808,0.71900826446281,0.5403726708074534,0.6170212765957447,0.7560975609756098,0.7093821510297483,0.731995277449823,19,nerda_bert,Spacing Augmention 5%,11
