,wall_time,token_acc,token_p,token_r,token_f,pos_acc,tag_acc,ents_p,ents_r,ents_f,ents_per_type_PER_p,ents_per_type_PER_r,ents_per_type_PER_f,ents_per_type_LOC_p,ents_per_type_LOC_r,ents_per_type_LOC_f,ents_per_type_MISC_p,ents_per_type_MISC_r,ents_per_type_MISC_f,ents_per_type_ORG_p,ents_per_type_ORG_r,ents_per_type_ORG_f,ents_excl_MISC_ents_p,ents_excl_MISC_ents_r,ents_excl_MISC_ents_f,k,model,augmenter,i
0,0.9775331020355225,0.999150891563858,0.996506637388961,0.9961089494163424,0.9963077537171939,0.9630406552791929,0.9630406552791929,0.7898832684824902,0.7275985663082437,0.7574626865671642,0.826530612244898,0.9,0.8617021276595744,0.8018867924528302,0.8854166666666666,0.8415841584158416,0.6846846846846847,0.628099173553719,0.6551724137931034,0.8217821782178217,0.515527950310559,0.6335877862595419,0.8188585607940446,0.7551487414187643,0.7857142857142858,0,spacy_large,No augmentation,0
0,1.088289499282837,0.9979600975172894,0.9817279046673287,0.9863314376933054,0.9840242870651471,0.9186841711176559,0.9186841711176559,0.6952380952380952,0.6541218637992832,0.6740535549399815,0.7281553398058253,0.8333333333333334,0.7772020725388602,0.74,0.7708333333333334,0.7551020408163266,0.6,0.5702479338842975,0.5847457627118644,0.6923076923076923,0.4472049689440994,0.5433962264150943,0.7219512195121951,0.6773455377574371,0.6989374262101535,0,spacy_large,Keystroke errors 2%,1
1,1.1809866428375244,0.9984109643460125,0.9815567674764502,0.9876284545545246,0.9845832504475831,0.913288456743954,0.913288456743954,0.6829268292682927,0.6523297491039427,0.6672777268560954,0.7203791469194313,0.8444444444444444,0.7774936061381075,0.7333333333333333,0.8020833333333334,0.7661691542288558,0.5416666666666666,0.5371900826446281,0.5394190871369294,0.7216494845360825,0.43478260869565216,0.5426356589147286,0.7239709443099274,0.6842105263157895,0.7035294117647058,1,spacy_large,Keystroke errors 2%,1
2,0.9565489292144775,0.9981580126449943,0.9843967402106937,0.9882270777212412,0.9863081901916854,0.9163712616705776,0.9163712616705776,0.7276190476190476,0.6845878136200717,0.7054478301015696,0.7846153846153846,0.85,0.816,0.8,0.8333333333333334,0.816326530612245,0.5916666666666667,0.5867768595041323,0.5892116182572613,0.7090909090909091,0.484472049689441,0.5756457564575646,0.7679012345679013,0.7116704805491991,0.7387173396674586,2,spacy_large,Keystroke errors 2%,1
3,0.957935094833374,0.9981133948962367,0.979187314172448,0.9857328145265889,0.9824491622333814,0.9161264585618829,0.9161264585618829,0.7044145873320538,0.6577060931899642,0.680259499536608,0.7389162561576355,0.8333333333333334,0.783289817232376,0.76,0.7916666666666666,0.7755102040816326,0.6086956521739131,0.5785123966942148,0.5932203389830509,0.6893203883495146,0.4409937888198758,0.537878787878788,0.7315270935960592,0.6796338672768879,0.7046263345195729,3,spacy_large,Keystroke errors 2%,1
4,1.0599207878112793,0.9986144101346002,0.9773670685906306,0.9866307492766637,0.98197706171491,0.9124327555289898,0.9124327555289898,0.6988416988416989,0.6487455197132617,0.6728624535315985,0.7424242424242424,0.8166666666666667,0.7777777777777778,0.7358490566037735,0.8125,0.7722772277227722,0.5652173913043478,0.5371900826446281,0.5508474576271186,0.7272727272727273,0.4472049689440994,0.5538461538461539,0.7369727047146402,0.6796338672768879,0.707142857142857,4,spacy_large,Keystroke errors 2%,1
5,0.9542438983917236,0.9983592701238005,0.9835203017968828,0.9884266187768134,0.9859673566878981,0.9132105604631433,0.9132105604631433,0.7254901960784313,0.6630824372759857,0.6928838951310862,0.7326732673267327,0.8222222222222222,0.774869109947644,0.7821782178217822,0.8229166666666666,0.8020304568527918,0.6509433962264151,0.5702479338842975,0.6079295154185022,0.7326732673267327,0.45962732919254656,0.5648854961832062,0.745049504950495,0.6887871853546911,0.7158145065398335,5,spacy_large,Keystroke errors 2%,1
6,0.9678561687469482,0.9984070091596974,0.9856858846918489,0.9893245535268882,0.9875018672509088,0.9168871362252284,0.9168871362252284,0.7007722007722008,0.6505376344086021,0.6747211895910782,0.7475247524752475,0.8388888888888889,0.7905759162303665,0.7475728155339806,0.8020833333333334,0.7738693467336684,0.5660377358490566,0.49586776859504134,0.5286343612334802,0.7009345794392523,0.4658385093167702,0.5597014925373134,0.7354368932038835,0.6933638443935927,0.7137809187279152,6,spacy_large,Keystroke errors 2%,1
7,0.9595732688903809,0.9983623641506625,0.9802814110186286,0.9870298313878081,0.983644046731295,0.9136873597606582,0.9136873597606582,0.7232824427480916,0.6792114695340502,0.7005545286506469,0.7596153846153846,0.8777777777777778,0.8144329896907216,0.7314814814814815,0.8229166666666666,0.7745098039215687,0.5948275862068966,0.5702479338842975,0.5822784810126583,0.7934782608695652,0.453416149068323,0.5770750988142292,0.7598039215686274,0.7093821510297483,0.7337278106508874,7,spacy_large,Keystroke errors 2%,1
8,0.954463005065918,0.9982598319494853,0.9829263450466548,0.9879277661378829,0.9854207095586407,0.9159428970749726,0.9159428970749726,0.7096774193548387,0.6702508960573477,0.6894009216589861,0.7439613526570048,0.8555555555555555,0.7958656330749354,0.7450980392156863,0.7916666666666666,0.7676767676767677,0.6330275229357798,0.5702479338842975,0.6,0.6880733944954128,0.4658385093167702,0.5555555555555556,0.7296650717703349,0.6979405034324943,0.7134502923976608,8,spacy_large,Keystroke errors 2%,1
