,ents_p,ents_r,ents_f,ents_per_type_PER_p,ents_per_type_PER_r,ents_per_type_PER_f,ents_per_type_MISC_p,ents_per_type_MISC_r,ents_per_type_MISC_f,ents_per_type_LOC_p,ents_per_type_LOC_r,ents_per_type_LOC_f,ents_per_type_ORG_p,ents_per_type_ORG_r,ents_per_type_ORG_f,k,model,augmenter,i
0,0.8547794117647058,0.8333333333333334,0.8439201451905626,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.7709923664122137,0.8347107438016529,0.8015873015873016,0.7981651376146789,0.90625,0.848780487804878,0.8790322580645161,0.6770186335403726,0.7649122807017543,0,dacy_large,No augmentation,0
