,wall_time,token_acc,token_p,token_r,token_f,pos_acc,tag_acc,ents_p,ents_r,ents_f,ents_per_type_PER_p,ents_per_type_PER_r,ents_per_type_PER_f,ents_per_type_LOC_p,ents_per_type_LOC_r,ents_per_type_LOC_f,ents_per_type_MISC_p,ents_per_type_MISC_r,ents_per_type_MISC_f,ents_per_type_ORG_p,ents_per_type_ORG_r,ents_per_type_ORG_f,ents_excl_MISC_ents_p,ents_excl_MISC_ents_r,ents_excl_MISC_ents_f,dep_uas,dep_las,dep_las_per_type_nummod_p,dep_las_per_type_nummod_r,dep_las_per_type_nummod_f,dep_las_per_type_amod_p,dep_las_per_type_amod_r,dep_las_per_type_amod_f,dep_las_per_type_nmod_p,dep_las_per_type_nmod_r,dep_las_per_type_nmod_f,dep_las_per_type_nsubj_p,dep_las_per_type_nsubj_r,dep_las_per_type_nsubj_f,dep_las_per_type_flat_p,dep_las_per_type_flat_r,dep_las_per_type_flat_f,dep_las_per_type_cc_p,dep_las_per_type_cc_r,dep_las_per_type_cc_f,dep_las_per_type_conj_p,dep_las_per_type_conj_r,dep_las_per_type_conj_f,dep_las_per_type_root_p,dep_las_per_type_root_r,dep_las_per_type_root_f,dep_las_per_type_advmod_p,dep_las_per_type_advmod_r,dep_las_per_type_advmod_f,dep_las_per_type_mark_p,dep_las_per_type_mark_r,dep_las_per_type_mark_f,dep_las_per_type_aux_p,dep_las_per_type_aux_r,dep_las_per_type_aux_f,dep_las_per_type_ccomp_p,dep_las_per_type_ccomp_r,dep_las_per_type_ccomp_f,dep_las_per_type_case_p,dep_las_per_type_case_r,dep_las_per_type_case_f,dep_las_per_type_det_p,dep_las_per_type_det_r,dep_las_per_type_det_f,dep_las_per_type_obl_p,dep_las_per_type_obl_r,dep_las_per_type_obl_f,dep_las_per_type_nmod:poss_p,dep_las_per_type_nmod:poss_r,dep_las_per_type_nmod:poss_f,dep_las_per_type_obj_p,dep_las_per_type_obj_r,dep_las_per_type_obj_f,dep_las_per_type_cop_p,dep_las_per_type_cop_r,dep_las_per_type_cop_f,dep_las_per_type_acl:relcl_p,dep_las_per_type_acl:relcl_r,dep_las_per_type_acl:relcl_f,dep_las_per_type_dep_p,dep_las_per_type_dep_r,dep_las_per_type_dep_f,dep_las_per_type_compound:prt_p,dep_las_per_type_compound:prt_r,dep_las_per_type_compound:prt_f,dep_las_per_type_advcl_p,dep_las_per_type_advcl_r,dep_las_per_type_advcl_f,dep_las_per_type_fixed_p,dep_las_per_type_fixed_r,dep_las_per_type_fixed_f,dep_las_per_type_iobj_p,dep_las_per_type_iobj_r,dep_las_per_type_iobj_f,dep_las_per_type_appos_p,dep_las_per_type_appos_r,dep_las_per_type_appos_f,dep_las_per_type_obl:tmod_p,dep_las_per_type_obl:tmod_r,dep_las_per_type_obl:tmod_f,dep_las_per_type_xcomp_p,dep_las_per_type_xcomp_r,dep_las_per_type_xcomp_f,dep_las_per_type_obl:loc_p,dep_las_per_type_obl:loc_r,dep_las_per_type_obl:loc_f,dep_las_per_type_expl_p,dep_las_per_type_expl_r,dep_las_per_type_expl_f,dep_las_per_type_list_p,dep_las_per_type_list_r,dep_las_per_type_list_f,dep_las_per_type_vocative_p,dep_las_per_type_vocative_r,dep_las_per_type_vocative_f,dep_las_per_type_discourse_p,dep_las_per_type_discourse_r,dep_las_per_type_discourse_f,dep_las_per_type_goeswith_p,dep_las_per_type_goeswith_r,dep_las_per_type_goeswith_f,k,model,augmenter,i
0,1.1786983013153076,0.999150891563858,0.996506637388961,0.9961089494163424,0.9963077537171939,0.0,0.978423733892718,0.8033395176252319,0.7759856630824373,0.789425706472197,0.8967391304347826,0.9166666666666666,0.9065934065934065,0.8018867924528302,0.8854166666666666,0.8415841584158416,0.7433628318584071,0.6942148760330579,0.7179487179487178,0.7279411764705882,0.6149068322981367,0.6666666666666667,0.8192488262910798,0.7986270022883295,0.8088064889918887,0.8815850815850816,0.8539299656237255,0.8454545454545455,0.8157894736842105,0.8303571428571429,0.8802946593001841,0.8754578754578755,0.8778696051423324,0.7483588621444202,0.7533039647577092,0.7508232711306256,0.9044117647058824,0.9091869060190074,0.9067930489731438,0.9175257731958762,0.9468085106382979,0.9319371727748691,0.8529411764705882,0.8613861386138614,0.8571428571428572,0.8429003021148036,0.808695652173913,0.8254437869822485,0.8783068783068783,0.8814159292035398,0.8798586572438163,0.8033707865168539,0.7922437673130194,0.7977684797768478,0.9358974358974359,0.9419354838709677,0.9389067524115755,0.903125,0.8892307692307693,0.896124031007752,0.6875,0.8354430379746836,0.7542857142857142,0.9252136752136753,0.9096638655462185,0.9173728813559321,0.9402390438247012,0.9516129032258065,0.9458917835671343,0.8209459459459459,0.7813504823151125,0.8006589785831959,0.7181818181818181,0.7247706422018348,0.7214611872146118,0.8971428571428571,0.9040307101727447,0.9005736137667304,0.8469945355191257,0.8806818181818182,0.8635097493036212,0.7377049180327869,0.7377049180327869,0.7377049180327869,0.11702127659574468,0.3793103448275862,0.17886178861788618,0.6451612903225806,0.5882352941176471,0.6153846153846154,0.7938144329896907,0.7333333333333333,0.7623762376237624,0.9807692307692307,0.8095238095238095,0.8869565217391304,0.75,0.6,0.6666666666666665,0.6875,0.5789473684210527,0.6285714285714286,0.7777777777777778,0.4375,0.56,0.8285714285714286,0.5686274509803921,0.6744186046511628,0.8301886792452831,0.8627450980392157,0.8461538461538461,0.9166666666666666,0.8461538461538461,0.8799999999999999,0.42857142857142855,0.35294117647058826,0.3870967741935484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,dacy_medium,Input size augmentation 5 sentences,1
0,1.092688798904419,0.999150891563858,0.996506637388961,0.9961089494163424,0.9963077537171939,0.0,0.9792717646471205,0.7988826815642458,0.7688172043010753,0.7835616438356164,0.8817204301075269,0.9111111111111111,0.8961748633879781,0.7747747747747747,0.8958333333333334,0.8309178743961353,0.7387387387387387,0.6776859504132231,0.706896551724138,0.751937984496124,0.6024844720496895,0.6689655172413792,0.8145539906103286,0.7940503432494279,0.8041714947856317,0.8787737498542953,0.8533799533799533,0.8053097345132744,0.7982456140350878,0.8017621145374448,0.8731617647058824,0.86996336996337,0.871559633027523,0.739514348785872,0.737885462555066,0.7386990077177508,0.9061181434599156,0.9070749736008448,0.9065963060686015,0.9411764705882353,0.9361702127659575,0.9386666666666666,0.86084142394822,0.8778877887788779,0.8692810457516339,0.8082595870206489,0.7942028985507247,0.8011695906432749,0.8776223776223776,0.8884955752212389,0.8830255057167986,0.819971870604782,0.8074792243767313,0.8136775994417307,0.9396551724137931,0.9376344086021505,0.938643702906351,0.8944099378881988,0.8861538461538462,0.8902627511591963,0.6597938144329897,0.810126582278481,0.7272727272727272,0.9211087420042644,0.907563025210084,0.9142857142857144,0.9442231075697212,0.9556451612903226,0.9498997995991985,0.821247892074199,0.7829581993569131,0.8016460905349795,0.7155963302752294,0.7155963302752294,0.7155963302752294,0.8960302457466919,0.9097888675623801,0.9028571428571429,0.864406779661017,0.8693181818181818,0.8668555240793201,0.7719298245614035,0.7213114754098361,0.7457627118644067,0.13333333333333333,0.41379310344827586,0.20168067226890754,0.7692307692307693,0.5882352941176471,0.6666666666666667,0.75,0.7428571428571429,0.7464114832535885,0.9811320754716981,0.8253968253968254,0.8965517241379309,0.8,0.5333333333333333,0.64,0.6486486486486487,0.631578947368421,0.64,0.7777777777777778,0.4375,0.56,0.6923076923076923,0.5294117647058824,0.5999999999999999,0.7586206896551724,0.8627450980392157,0.8073394495412843,0.9428571428571428,0.8461538461538461,0.8918918918918919,0.5,0.35294117647058826,0.41379310344827586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,dacy_medium,Input size augmentation 10 sentences,1
