Model,Baseline,Danish Names,Female Names,Male Names,Muslim Names
da_dacy_small_ner_fine_grained-0.1.0,69.21,69.77 ± 0.52,69.97 ± 0.57,69.79 ± 0.75,67.53 ± 0.73
