Model,Baseline,Danish Names,Female Names,Male Names,Muslim Names
da_da_dacy_medium_ner_fine_grained-0.1.0,64.37,65.63 ± 0.75,66.18 ± 0.83,65.70 ± 1.00,65.85 ± 1.02
